processo,bloco,4,5001,2.97e-03,2.38e-06,1.88e-06,3.81e-04
processo,bloco,1,7899971724,7.61e-06,-1,-1,-1
processo,bloco,1,7899971724,7.05e-06,-1,-1,-1
